state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_CT;enrollmetric;pp_stloc_raw_CT;pp_fed_raw_CT;pp_total_raw_CT;schoolstloc_raw_CT;schoolfed_raw_CT;schooltot_raw_CT;countenroll;noaudit;nositecen;adfinvars;distflex;site_tot_raw_CT;pp_site_private_raw_CT;pp_cent_private_raw_CT;ppsitestloc_operational_CT;ppcentstloc_operational_CT;pptotstloc_operational_CT;schoolstloc_operational_CT;schooltot_operational_CT;flag_NERDS
CT;2018-2019;490011;491011;Enfield School District;EPS PK STEAM Academy;0901470;090147001810;68; NA;0;68;October Count Day;16128;4201;20328;1096704;285668;1382372;1;0;1;0;0;1034114;0;0;11058;5070;16128;1096704;1382372;0
CT;2018-2019;490011;490411;Enfield School District;Hazardville Memorial School;0901470;090147000247;356; KG-02;2;356;October Count Day;15551;537;16087;5536156;191172;5727328;1;0;1;0;0;3904048;0;0;10481;5070;15551;5536156;5727328;0
CT;2018-2019;490011;491811;Enfield School District;Henry Barnard School;0901470;090147000248;378; KG-02;2;378;October Count Day;15633;889;16522;5909274;336042;6245316;1;0;1;0;0;4309726;0;0;10563;5070;15633;5909274;6245316;0
CT;2018-2019;490011;495211;Enfield School District;John F. Kennedy Middle School;0901470;090147000249;1149; 06-08;3;1149;October Count Day;15053;277;15329;17295897;318273;17614170;1;0;1;0;0;11729834;0;0;9983;5070;15053;17295897;17614170;0
CT;2018-2019;490011;491511;Enfield School District;Prudence Crandall School;0901470;090147000254;399; 03-05;2;399;October Count Day;14911;822;15733;5949489;327978;6277467;1;0;1;0;0;4234409;0;0;9841;5070;14911;5949489;6277467;0
CT;2018-2019;500011;500111;Essex School District;Essex Elementary School;0901500;090150000255;332; PK-06;2;332;October Count Day;22787;340;23127;7565284;112880;7678164;1;0;1;0;0;4687758;0;0;13780;9007;22787;7565284;7678164;0
CT;2018-2019;2720013;2726113;Explorations District;Explorations;0900018;090001800834;88; 09-12;4;88;October Count Day;12109;3211;21479;1065592;282568;1348160;1;0;1;0;0;1557373;4458;1703;15009;3261;18270;1607760;1890328;0
CT;2018-2019;510011;510211;Fairfield School District;Burr Elementary School;0901530;090153001378;422; KG-05;2;422;October Count Day;16652;263;16925;7027144;110986;7138130;1;0;1;0;0;5920632;12;0;13771;2893;16664;7032208;7143194;0
CT;2018-2019;510011;510111;Fairfield School District;Dwight Elementary School;0901530;090153000257;298; KG-05;2;298;October Count Day;18442;263;18715;5495716;78374;5574090;1;0;1;0;0;4714339;12;0;15561;2893;18454;5499292;5577666;0
CT;2018-2019;510011;516011;Fairfield School District;Fairfield Ludlowe High School;0901530;090153001379;1533; 09-12;4;1533;October Count Day;18460;227;18714;28299180;347991;28647171;1;0;1;0;0;24250361;28;0;15595;2893;18488;28342104;28690095;0
CT;2018-2019;510011;516211;Fairfield School District;Fairfield Warde High School;0901530;090153000256;1479; 09-12;4;1479;October Count Day;18616;227;18870;27533064;335733;27868797;1;0;1;0;0;23626939;28;0;15751;2893;18644;27574476;27910209;0
CT;2018-2019;510011;515211;Fairfield School District;Fairfield Woods Middle School;0901530;090153000258;910; 06-08;3;910;October Count Day;17883;211;18105;16273530;192010;16465540;1;0;1;0;0;13840863;12;0;15002;2893;17895;16284450;16476460;0
CT;2018-2019;510011;510411;Fairfield School District;Holland Hill School;0901530;090153000260;359; KG-05;2;359;October Count Day;16747;577;17335;6012173;207143;6219316;1;0;1;0;0;5183866;12;0;13866;2893;16759;6016481;6223624;0
CT;2018-2019;510011;511711;Fairfield School District;Jennings School;0901530;090153000261;295; KG-05;2;295;October Count Day;19895;263;20168;5869025;77585;5946610;1;0;1;0;0;5095503;12;0;17014;2893;19907;5872565;5950150;0
CT;2018-2019;510011;510611;Fairfield School District;McKinley School;0901530;090153000262;438; KG-05;2;438;October Count Day;16970;639;17621;7432860;279882;7712742;1;0;1;0;0;6449597;12;0;14089;2893;16982;7438116;7717998;0
CT;2018-2019;510011;510711;Fairfield School District;Mill Hill School;0901530;090153000263;346; KG-05;2;346;October Count Day;16464;263;16738;5696544;90998;5787542;1;0;1;0;0;4789343;12;0;13583;2893;16476;5700696;5791694;0
CT;2018-2019;510011;511611;Fairfield School District;North Stratfield School;0901530;090153000264;377; KG-05;2;377;October Count Day;15913;263;16187;5999201;99151;6098352;1;0;1;0;0;5010973;12;0;13032;2893;15925;6003725;6102876;0
CT;2018-2019;510011;511811;Fairfield School District;Osborn Hill School;0901530;090153000609;418; KG-05;2;418;October Count Day;18176;263;18449;7597568;109934;7707502;1;0;1;0;0;6501506;12;0;15295;2893;18188;7602584;7712518;0
CT;2018-2019;510011;511211;Fairfield School District;Riverfield School;0901530;090153000267;406; KG-05;2;406;October Count Day;17014;263;17288;6907684;106778;7014462;1;0;1;0;0;5843297;12;0;14133;2893;17026;6912556;7019334;0
CT;2018-2019;510011;515311;Fairfield School District;Roger Ludlowe Middle School;0901530;090153000919;830; 06-08;3;830;October Count Day;18476;211;18698;15335080;175130;15510210;1;0;1;0;0;13115899;12;0;15595;2893;18488;15345040;15520170;0
CT;2018-2019;510011;511311;Fairfield School District;Sherman School;0901530;090153000269;447; KG-05;2;447;October Count Day;15529;263;15803;6941463;117561;7059024;1;0;1;0;0;5769526;12;0;12648;2893;15541;6946827;7064388;0
CT;2018-2019;510011;511411;Fairfield School District;Stratfield School;0901530;090153000270;432; KG-05;2;432;October Count Day;15389;263;15663;6648048;113616;6761664;1;0;1;0;0;5515406;12;0;12508;2893;15401;6653232;6766848;0
CT;2018-2019;510011;515111;Fairfield School District;Tomlinson Middle School;0901530;090153000271;662; 06-08;3;662;October Count Day;18848;211;19070;12477376;139682;12617058;1;0;1;0;0;10707580;12;0;15967;2893;18860;12485320;12625002;0
CT;2018-2019;520011;520411;Farmington School District;East Farms School;0901560;090156001206;427; KG-04;2;427;October Count Day;14737;323;15218;6292699;137921;6430620;1;0;1;0;0;5252411;20;139;12024;2872;14896;6360592;6498513;0
CT;2018-2019;520011;526111;Farmington School District;Farmington High School;0901560;090156000273;1246; 09-12;4;1246;October Count Day;18475;323;18977;23019850;402458;23422308;1;0;1;0;0;20010026;40;139;15782;2872;18654;23242884;23645342;0
CT;2018-2019;520011;525111;Farmington School District;Irving A. Robbins Middle School;0901560;090156000274;655; 07-08;3;655;October Count Day;18033;323;18513;11811615;211565;12023180;1;0;1;0;0;10214848;18;139;15318;2872;18190;11914450;12126015;0
CT;2018-2019;520011;520211;Farmington School District;Noah Wallace School;0901560;090156000275;354; KG-04;2;354;October Count Day;14528;323;15067;5142912;114342;5257254;1;0;1;0;0;4301124;78;139;11873;2872;14745;5219730;5334072;0
CT;2018-2019;520011;520111;Farmington School District;Union School;0901560;090156000276;315; KG-04;2;315;October Count Day;16493;323;16970;5195295;101745;5297040;1;0;1;0;0;4426586;15;139;13775;2872;16647;5243805;5345550;0
CT;2018-2019;520011;520311;Farmington School District;West District School;0901560;090156000277;306; KG-04;2;306;October Count Day;15395;323;15871;4710870;98838;4809708;1;0;1;0;0;3963887;15;139;12677;2872;15549;4757994;4856832;0
CT;2018-2019;520011;520511;Farmington School District;West Woods Upper Elementary School;0901560;090156001368;661; 04-06;2;661;October Count Day;17622;323;18109;11648142;213503;11861645;1;0;1;0;0;10041407;25;139;14914;2872;17786;11756546;11970049;0
CT;2018-2019;530011;530111;Franklin School District;Franklin Elementary School;0901590;090159000278;154; PK-08;3;154;October Count Day;19291;614;19905;2970814;94556;3065370;1;0;1;0;0;2155979;0;0;13386;5905;19291;2970814;3065370;0
CT;2018-2019;540011;540211;Glastonbury School District;Buttonball Lane School;0901620;090162000280;483; KG-05;2;483;October Count Day;11591;292;11884;5598453;141036;5739489;1;0;1;0;0;4280085;0;0;8571;3020;11591;5598453;5739489;0
CT;2018-2019;540011;540811;Glastonbury School District;Gideon Welles School;0901620;090162000279;468; 06-06;2;468;October Count Day;11322;292;11615;5298696;136656;5435352;1;0;1;0;0;4021140;0;0;8302;3020;11322;5298696;5435352;0
CT;2018-2019;540011;546111;Glastonbury School District;Glastonbury High School;0901620;090162000283;2001; 09-12;4;2001;October Count Day;24069;298;24368;48162069;596298;48758367;1;0;1;0;0;42711166;0;0;21049;3020;24069;48162069;48758367;0
CT;2018-2019;540011;540411;Glastonbury School District;Hebron Avenue School;0901620;090162000284;432; KG-05;2;432;October Count Day;11458;292;11750;4949856;126144;5076000;1;0;1;0;0;3770412;0;0;8438;3020;11458;4949856;5076000;0
CT;2018-2019;540011;540611;Glastonbury School District;Hopewell School;0901620;090162000286;477; KG-05;2;477;October Count Day;11274;292;11567;5377698;139284;5516982;1;0;1;0;0;4075622;0;0;8254;3020;11274;5377698;5516982;0
CT;2018-2019;540011;540711;Glastonbury School District;Naubuc School;0901620;090162000287;395; KG-05;2;395;October Count Day;11749;292;12042;4640855;115340;4756195;1;0;1;0;0;3562462;0;0;8729;3020;11749;4640855;4756195;0
CT;2018-2019;540011;540911;Glastonbury School District;Nayaug Elementary School;0901620;090162001447;563; KG-05;2;563;October Count Day;11308;292;11601;6366404;164396;6530800;1;0;1;0;0;4829447;0;0;8288;3020;11308;6366404;6530800;0
CT;2018-2019;540011;545211;Glastonbury School District;Smith Middle School;0901620;090162000282;951; 06-08;3;952;October Count Day;22146;292;22438;21082992;277984;21360976;1;0;1;0;0;18483766;0;0;19126;3020;22146;21082992;21360976;0
CT;2018-2019;560011;566111;Granby School District;Granby Memorial High School;0901680;090168000289;655; 09-12;4;655;October Count Day;17468;121;17588;11441540;79255;11520795;1;0;1;0;0;10564711;0;0;16009;1459;17468;11441540;11520795;0
CT;2018-2019;560011;565111;Granby School District;Granby Memorial Middle School;0901680;090168000291;407; 06-08;3;407;October Count Day;15829;268;16097;6442403;109076;6551479;1;0;1;0;0;5958033;0;0;14370;1459;15829;6442403;6551479;0
CT;2018-2019;560011;560411;Granby School District;Kelly Lane Primary School;0901680;090168000290;397; PK-02;2;397;October Count Day;13722;504;14225;5447634;200088;5647722;1;0;1;0;0;5068397;0;0;12263;1459;13722;5447634;5647722;0
CT;2018-2019;560011;560311;Granby School District;Wells Road Intermediate School;0901680;090168000293;412; 03-05;2;412;October Count Day;14303;165;14468;5892836;67980;5960816;1;0;1;0;0;5359775;0;0;12844;1459;14303;5892836;5960816;0
CT;2018-2019;2940013;2940113;Great Oaks Charter School District;Great Oaks Charter School;0900219;090021901782;465; 06-11;4;465;October Count Day;12355;1967;14322;5745075;914655;6659730;1;0;1;0;0;5049750;0;0;8952;3403;12355;5745075;6659730;0
CT;2018-2019;570011;575111;Greenwich School District;Central Middle School;0901710;090171000295;583; 06-08;3;583;October Count Day;21400;345;21745;12476200;201135;12677335;1;0;1;0;0;7279653;0;0;12487;8913;21400;12476200;12677335;0
CT;2018-2019;570011;570211;Greenwich School District;Cos Cob School;0901710;090171000296;411; KG-05;2;411;October Count Day;21404;345;21749;8797044;141795;8938839;1;0;1;0;0;5133596;0;0;12491;8913;21404;8797044;8938839;0
CT;2018-2019;570011;575211;Greenwich School District;Eastern Middle School;0901710;090171000298;845; 06-08;3;845;October Count Day;20360;345;20705;17204200;291525;17495725;1;0;1;0;0;9672483;0;0;11447;8913;20360;17204200;17495725;0
CT;2018-2019;570011;570411;Greenwich School District;Glenville School;0901710;090171000299;411; KG-05;2;411;October Count Day;19680;345;20025;8088480;141795;8230275;1;0;1;0;0;4425209;0;0;10767;8913;19680;8088480;8230275;0
CT;2018-2019;570011;576111;Greenwich School District;Greenwich High School;0901710;090171000300;2744; 09-12;4;2746;October Count Day;21629;345;21974;59393234;947370;60340604;1;0;1;0;0;34917165;0;0;12716;8913;21629;59393234;60340604;0
CT;2018-2019;570011;570511;Greenwich School District;Hamilton Avenue School;0901710;090171000301;389; PK-05;2;389;October Count Day;24709;345;25054;9611801;134205;9746006;1;0;1;0;0;6144614;0;0;15796;8913;24709;9611801;9746006;0
CT;2018-2019;570011;571311;Greenwich School District;International School At Dundee;0901710;090171001288;369; KG-05;2;369;October Count Day;20704;345;21049;7639776;127305;7767081;1;0;1;0;0;4350928;0;0;11791;8913;20704;7639776;7767081;0
CT;2018-2019;570011;570311;Greenwich School District;Julian Curtiss School;0901710;090171000302;320; KG-05;2;320;October Count Day;22972;345;23317;7351040;110400;7461440;1;0;1;0;0;4498922;0;0;14059;8913;22972;7351040;7461440;0
CT;2018-2019;570011;570611;Greenwich School District;New Lebanon School;0901710;090171000303;229; PK-05;2;229;October Count Day;26979;345;27324;6178191;79005;6257196;1;0;1;0;0;4137099;0;0;18066;8913;26979;6178191;6257196;0
CT;2018-2019;570011;570711;Greenwich School District;North Mianus School;0901710;090171000304;492; KG-05;2;492;October Count Day;20465;345;20810;10068780;169740;10238520;1;0;1;0;0;5683627;0;0;11552;8913;20465;10068780;10238520;0
CT;2018-2019;570011;570811;Greenwich School District;North Street School;0901710;090171000305;417; PK-05;2;417;October Count Day;21864;345;22209;9117288;143865;9261153;1;0;1;0;0;5400398;0;0;12951;8913;21864;9117288;9261153;0
CT;2018-2019;570011;570911;Greenwich School District;Old Greenwich School;0901710;090171000306;452; PK-05;2;452;October Count Day;22045;345;22390;9964340;155940;10120280;1;0;1;0;0;5935504;0;0;13132;8913;22045;9964340;10120280;0
CT;2018-2019;570011;571111;Greenwich School District;Parkway School;0901710;090171000107;251; PK-05;2;251;October Count Day;24295;345;24640;6098045;86595;6184640;1;0;1;0;0;3860837;0;0;15382;8913;24295;6098045;6184640;0
CT;2018-2019;570011;571011;Greenwich School District;Riverside School;0901710;090171000308;484; KG-05;2;484;October Count Day;19272;345;19617;9327648;166980;9494628;1;0;1;0;0;5013827;0;0;10359;8913;19272;9327648;9494628;0
CT;2018-2019;570011;575311;Greenwich School District;Western Middle School;0901710;090171000309;638; 06-08;3;638;October Count Day;21243;345;21588;13553034;220110;13773144;1;0;1;0;0;7866619;0;0;12330;8913;21243;13553034;13773144;0
CT;2018-2019;580011;580111;Griswold School District;Griswold Alternative School;0901740;090174001721;14; 08-12;4;14;October Count Day;49038;3;49067;686532;42;686574;1;0;1;0;0;604595;0;25;43185;5878;49063;686882;686924;0
CT;2018-2019;580011;580311;Griswold School District;Griswold Elementary School;0901740;090174000310;695; PK-04;2;695;October Count Day;13113;1809;14948;9113535;1257255;10370790;1;0;1;0;0;6301110;0;25;7260;5878;13138;9130910;10388165;0
CT;2018-2019;580011;586211;Griswold School District;Griswold High School;0901740;090174000311;520; 09-12;4;520;October Count Day;16849;335;17209;8761480;174200;8935680;1;0;1;0;0;5890471;0;25;10996;5878;16874;8774480;8948680;0
CT;2018-2019;580011;585111;Griswold School District;Griswold Middle School;0901740;090174000019;536; 05-08;3;536;October Count Day;13970;245;14240;7487920;131320;7619240;1;0;1;0;0;4480068;0;25;8117;5878;13995;7501320;7632640;0
CT;2018-2019;590011;595311;Groton School District;Carl C. Cutler Middle School;0901770;090177000312;493; 06-08;3;494;October Count Day;16899;427;17326;8348106;210938;8559044;1;0;1;0;0;7302932;0;0;14356;2543;16899;8348106;8559044;0
CT;2018-2019;590011;592011;Groton School District;Catherine Kolnaski Magnet School;0901770;090177001494;430; PK-05;2;430;October Count Day;15237;943;16180;6551910;405490;6957400;1;0;1;0;0;5863928;0;0;12694;2543;15237;6551910;6957400;0
CT;2018-2019;590011;591811;Groton School District;Charles Barnum School;0901770;090177000313;368; KG-05;2;368;October Count Day;15252;353;15605;5612736;129904;5742640;1;0;1;0;0;4806834;0;0;12709;2543;15252;5612736;5742640;0
CT;2018-2019;590011;590311;Groton School District;Claude Chester School;0901770;090177000314;334; PK-05;2;334;October Count Day;17717;1256;18973;5917478;419504;6336982;1;0;1;0;0;5487604;0;0;15174;2543;17717;5917478;6336982;0
CT;2018-2019;590011;591711;Groton School District;Mary Morrisson School;0901770;090177000321;385; PK-05;2;385;October Count Day;15571;382;15953;5994835;147070;6141905;1;0;1;0;0;5162718;0;0;13028;2543;15571;5994835;6141905;0
CT;2018-2019;590011;591911;Groton School District;Northeast Academy Elementary School;0901770;090177001488;411; KG-05;2;411;October Count Day;15258;249;15507;6271038;102339;6373377;1;0;1;0;0;5328333;0;0;12715;2543;15258;6271038;6373377;0
CT;2018-2019;590011;596111;Groton School District;Robert E. Fitch High School;0901770;090177000318;1036; 09-12;4;1036;October Count Day;18279;376;18655;18937044;389536;19326580;1;0;1;0;0;16692430;0;0;15736;2543;18279;18937044;19326580;0
CT;2018-2019;590011;590111;Groton School District;S. B. Butler School;0901770;090177000325;318; PK-05;2;318;October Count Day;18755;579;19334;5964090;184122;6148212;1;0;1;0;0;5339511;0;0;16212;2543;18755;5964090;6148212;0
CT;2018-2019;590011;595211;Groton School District;West Side Middle School;0901770;090177000326;476; 06-08;3;476;October Count Day;18473;895;19368;8793148;426020;9219168;1;0;1;0;0;8008887;0;0;15930;2543;18473;8793148;9219168;0
CT;2018-2019;600011;600711;Guilford School District;A. Baldwin Middle School;0901800;090180000328;502; 05-06;2;502;October Count Day;16421;258;16710;8243342;129516;8372858;1;0;1;0;0;6968190;0;31;13635;2817;16452;8258904;8388420;0
CT;2018-2019;600011;600611;Guilford School District;A. W. Cox School;0901800;090180000329;266; KG-04;2;266;October Count Day;17308;449;17787;4603928;119434;4723362;1;0;1;0;0;3978918;0;31;14522;2817;17339;4612174;4731608;0
CT;2018-2019;600011;600411;Guilford School District;Calvin Leete School;0901800;090180000330;248; KG-04;2;248;October Count Day;17671;449;18151;4382408;111352;4493760;1;0;1;0;0;3799766;0;31;14885;2817;17702;4390096;4501448;0
CT;2018-2019;600011;605111;Guilford School District;E. C. Adams Middle School;0901800;090180000331;579; 07-08;3;579;October Count Day;17649;258;17938;10218771;149382;10368153;1;0;1;0;0;8748014;0;31;14863;2817;17680;10236720;10386102;0
CT;2018-2019;600011;606111;Guilford School District;Guilford High School;0901800;090180000332;1095; 08-12;4;1095;October Count Day;17924;258;18213;19626780;282510;19909290;1;0;1;0;0;16845290;0;31;15138;2817;17955;19660725;19943235;0
CT;2018-2019;600011;600211;Guilford School District;Guilford Lakes School;0901800;090180000333;310; PK-04;2;310;October Count Day;17161;449;17641;5319910;139190;5459100;1;0;1;0;0;4591742;0;31;14375;2817;17192;5329520;5468710;0
CT;2018-2019;600011;600311;Guilford School District;Melissa Jones School;0901800;090180000334;291; KG-04;2;291;October Count Day;16058;449;16537;4672878;130659;4803537;1;0;1;0;0;3989153;0;31;13272;2817;16089;4681899;4812558;0
CT;2018-2019;620011;621211;Hamden School District;Bear Path School;0901860;090186000336;421; KG-06;2;421;October Count Day;19282;517;19810;8117722;217657;8335379;1;0;1;0;0;5722183;0;11;13239;6054;19293;8122353;8340010;0
CT;2018-2019;620011;620211;Hamden School District;Church Street School;0901860;090186000337;283; PK-06;2;283;October Count Day;23363;2443;25816;6611729;691369;7303098;1;0;1;0;0;5546429;0;11;17320;6054;23374;6614842;7306211;0
CT;2018-2019;620011;620311;Hamden School District;Dunbar Hill School;0901860;090186000338;271; PK-06;2;271;October Count Day;20346;586;20942;5513766;158806;5672572;1;0;1;0;0;3990407;0;11;14303;6054;20357;5516747;5675553;0
CT;2018-2019;620011;626111;Hamden School District;Hamden High School;0901860;090186000339;1454; 09-12;4;1454;October Count Day;22499;227;22737;32713546;330058;33043604;1;0;1;0;0;24018985;0;11;16456;6054;22510;32729540;33059598;0
CT;2018-2019;620011;625211;Hamden School District;Hamden Middle School;0901860;090186000342;900; 07-08;3;900;October Count Day;20833;237;21080;18749700;213300;18963000;1;0;1;0;0;13376471;0;11;14790;6054;20844;18759600;18972900;0
CT;2018-2019;620011;620411;Hamden School District;Helen Street School;0901860;090186000341;314; PK-06;2;314;October Count Day;18673;725;19488;5863322;227650;6090972;1;0;1;0;0;4166968;79;11;12709;6054;18763;5891582;6119232;0
CT;2018-2019;620011;621111;Hamden School District;Ridge Hill School;0901860;090186000345;305; KG-06;2;305;October Count Day;19512;851;20453;5951160;259555;6210715;1;0;1;0;0;4341683;79;11;13548;6054;19602;5978610;6238165;0
CT;2018-2019;620011;620111;Hamden School District;Shepherd Glen School;0901860;090186000346;297; KG-06;2;297;October Count Day;20130;680;20820;5978610;201960;6180570;1;0;1;0;0;4336904;0;11;14087;6054;20141;5981877;6183837;0
CT;2018-2019;620011;621011;Hamden School District;Spring Glen School;0901860;090186000348;441; KG-06;2;441;October Count Day;16446;164;16621;7252686;72324;7325010;1;0;1;0;0;4587771;0;11;10403;6054;16457;7257537;7329861;0
CT;2018-2019;620011;621411;Hamden School District;West Woods School;0901860;090186000349;341; KG-06;2;341;October Count Day;19416;418;19845;6620856;142538;6763394;1;0;1;0;0;4646916;0;11;13373;6054;19427;6624607;6767145;0
CT;2018-2019;630011;630111;Hampton School District;Hampton Elementary School;0901890;090189000351;93; PK-06;2;93;October Count Day;23951;706;24673;2227443;65658;2293101;1;0;1;0;0;1919670;16;0;19935;4032;23967;2228931;2294589;0
CT;2018-2019;640011;642811;Hartford School District;Betances Learning Lab Magnet School;0901920;090192001192;391; PK-04;2;391;October Count Day;13985;1329;16398;5468135;519639;5987774;1;0;1;0;0;4180230;844;240;9823;5246;15069;5891979;6411618;0
CT;2018-2019;640011;643811;Hartford School District;Betances STEM Magnet School;0901920;090192001616;307; 05-08;3;308;October Count Day;13356;1273;15589;4113648;392084;4505732;1;0;1;0;0;3043624;720;240;9070;5246;14316;4409328;4801412;0
CT;2018-2019;640011;643511;Hartford School District;Breakthrough Magnet School, North;0901920;090192001534;296; PK-05;2;296;October Count Day;15327;910;16759;4536792;269360;4806152;1;0;1;0;0;3271392;282;240;10603;5246;15849;4691304;4960664;0
CT;2018-2019;640011;643311;Hartford School District;Breakthrough Magnet School, South;0901920;090192001369;350; PK-08;3;350;October Count Day;14786;1218;17171;5175100;426300;5601400;1;0;1;0;0;4012347;927;240;10707;5246;15953;5583550;6009850;0
CT;2018-2019;640011;647111;Hartford School District;Bulkeley High School;0901920;090192001572;680; 09-12;4;680;October Count Day;16274;1370;17975;11066320;931600;11997920;1;0;1;0;0;8341992;90;240;11358;5246;16604;11290720;12222320;0
CT;2018-2019;640011;640611;Hartford School District;Burns Latino Studies Academy;0901920;090192000357;467; PK-05;2;467;October Count Day;16322;1186;17840;7622374;553862;8176236;1;0;1;0;0;5666230;92;240;11408;5246;16654;7777418;8331280;0
CT;2018-2019;640011;642311;Hartford School District;Burr Middle School;0901920;090192000358;546; KG-08;3;546;October Count Day;16626;1927;18882;9077796;1052142;10129938;1;0;1;0;0;7193640;89;240;11709;5246;16955;9257430;10309572;0
CT;2018-2019;640011;643911;Hartford School District;Capital Community College Magnet Academy;0901920;090192001650;NA; NA;NA;11;October Count Day;21430;2461;24262;235730;27071;262801;1;0;1;0;0;204101;131;240;16555;5246;21801;239811;266882;0
CT;2018-2019;640011;646911;Hartford School District;Capital Preparatory Magnet School;0901920;090192001435;523; PK-12;4;523;October Count Day;15744;1108;17955;8234112;579484;8813596;1;0;1;0;0;6405724;863;240;11601;5246;16847;8810981;9390465;0
CT;2018-2019;640011;646411;Hartford School District;Classical Magnet School;0901920;090192001478;532; 06-12;4;533;October Count Day;16202;762;17834;8635666;406146;9041812;1;0;1;0;0;6463599;630;240;11826;5246;17072;9099376;9505522;0
CT;2018-2019;640011;646011;Hartford School District;Culinary Arts Academy at Weaver High School;0901920;090192001522;NA; NA;NA;24;October Count Day;32473;4345;37218;779352;104280;883632;1;0;1;0;0;756270;160;240;27627;5246;32873;788952;893232;0
CT;2018-2019;640011;640711;Hartford School District;Dwight-Bellizzi Dual Language Academy;0901920;090192000360;596; PK-08;3;596;October Count Day;14810;1842;16977;8826760;1097832;9924592;1;0;1;0;0;6717089;85;240;9889;5246;15135;9020460;10118292;0
CT;2018-2019;640011;640911;Hartford School District;Environmental Sciences Magnet at Hooker School;0901920;090192000366;607; PK-08;3;607;October Count Day;13465;788;15028;8173255;478316;8651571;1;0;1;0;0;5657562;535;240;8994;5246;14240;8643680;9121996;0
CT;2018-2019;640011;643211;Hartford School District;Expeditionary Learning Academy at Moylan School;0901920;090192000636;551; PK-05;2;551;October Count Day;15732;913;16978;8668332;503063;9171395;1;0;1;0;0;6210553;93;240;10819;5246;16065;8851815;9354878;0
CT;2018-2019;640011;643611;Hartford School District;Global Communications Academy;0901920;090192001535;599; KG-12;4;599;October Count Day;15177;777;16280;9091023;465423;9556446;1;0;1;0;0;6333176;85;240;10256;5246;15502;9285698;9751121;0
CT;2018-2019;640011;647911;Hartford School District;Great Path Academy at MCC;0901920;090192001403;326; 09-12;4;326;October Count Day;15701;698;17967;5118526;227548;5346074;1;0;1;0;0;3996735;1328;240;12023;5246;17269;5629694;5857242;0
CT;2018-2019;640011;645411;Hartford School District;Hartford Magnet Trinity College Academy;0901920;090192001295;1057; 06-12;4;1057;October Count Day;15488;715;17206;16370816;755755;17126571;1;0;1;0;0;12154218;763;240;11245;5246;16491;17430987;18186742;0
CT;2018-2019;640011;641311;Hartford School District;Hartford PreKindergarten Magnet School;0901920;090192001643;151; PK-PK;1;151;October Count Day;14914;649;16586;2252014;97999;2350013;1;0;1;0;0;1642780;783;240;10691;5246;15937;2406487;2504486;0
CT;2018-2019;640011;647611;Hartford School District;High School, Inc.;0901920;NA;NA; NA;NA;190;October Count Day;16260;1295;18336;3089400;246050;3335450;1;0;1;0;0;2399557;541;240;11795;5246;17041;3237790;3483840;0
CT;2018-2019;640011;647211;Hartford School District;HPHS Engineering and Green Technology Academy;0901920;090192001574;NA; NA;NA;370;October Count Day;15785;1158;17274;5840450;428460;6268910;1;0;1;0;0;4279793;91;240;10870;5246;16116;5962920;6391380;0
CT;2018-2019;640011;647411;Hartford School District;HPHS Law and Government Academy;0901920;090192001576;NA; NA;NA;324;October Count Day;17954;2760;21239;5817096;894240;6711336;1;0;1;0;0;5032479;285;240;13233;5246;18479;5987196;6881436;0
CT;2018-2019;640011;647511;Hartford School District;HPHS Nursing and Health Sciences Academy;0901920;090192001559;NA; NA;NA;344;October Count Day;16953;688;18005;5831832;236672;6068504;1;0;1;0;0;4230480;125;240;12072;5246;17318;5957392;6194064;0
CT;2018-2019;640011;647711;Hartford School District;Journalism and Media Academy;0901920;090192001562;NA; NA;NA;170;October Count Day;22598;981;23926;3841660;166770;4008430;1;0;1;0;0;3097226;107;240;17699;5246;22945;3900650;4067420;0
CT;2018-2019;640011;641011;Hartford School District;Kennelly School;0901920;090192000368;626; PK-08;3;626;October Count Day;15614;858;16807;9774364;537108;10311472;1;0;1;0;0;6948577;95;240;10703;5246;15949;9984074;10521182;0
CT;2018-2019;640011;641111;Hartford School District;Kinsella Magnet School of Performing Arts;0901920;090192000370;833; PK-12;4;833;October Count Day;14627;820;16386;12184291;683060;12867351;1;0;1;0;0;8895709;698;240;10319;5246;15565;12965645;13648705;0
CT;2018-2019;640011;640811;Hartford School District;M. D. Fox School;0901920;090192000364;592; PK-08;3;592;October Count Day;15783;987;17099;9343536;584304;9927840;1;0;1;0;0;6744189;89;240;10866;5246;16112;9538304;10122608;0
CT;2018-2019;640011;641611;Hartford School District;M. L. King, Jr. Middle School;0901920;090192000369;182; 06-08;3;182;October Count Day;19391;712;20441;3529162;129584;3658746;1;0;1;0;0;2681630;97;240;14482;5246;19728;3590496;3720080;0
CT;2018-2019;640011;641211;Hartford School District;McDonough Middle School;0901920;090192000371;294; 06-08;3;294;October Count Day;17923;1072;19331;5269362;315168;5584530;1;0;1;0;0;4005510;96;240;13013;5246;18259;5368146;5683314;0
CT;2018-2019;640011;641911;Hartford School District;Milner Middle School;0901920;090192000381;329; 06-08;3;329;October Count Day;15554;1439;17325;5117266;473431;5590697;1;0;1;0;0;3822209;92;240;10640;5246;15886;5226494;5699925;0
